Date,Filename,Batch Index,Was health discussed at any point during this transcript?,People that participated in discussions about health,Were there discussions about health data or health information systems at any point during this transcript?,Summary of discussions about health data or health information systems,What challenges did the discussions around health data or health information systems identify?,What recommendations were discussed to improve health service delivery?,What decisions or resolutions or policies or laws were made regarding financing the health sector?,What evidence was used to inform any decisions or recommendations or resolutions or policies or laws?,"What health information was requested or demanded, and who was it requested from?"
2018-05-10,34th-Sitting-of-2018,0,Yes,"Hon. Charles Kitula, Hon. Kibwana, Hon. Nzai, Hon. Ali Shomari, Hon. Fahad Kassim Abdallah, Hon. Fadhili Mwalimu, Hon. Hatimy, Hon. Feddis Mbura, Hon. Moses Aran, Hon. Shebe Athuman Salim, Hon. Mohammed Hatimy, Hon. Milka Moraa",No,"","","","",Statements and responses during discussions,""
2018-05-15,35th-Sitting-of-2018,0,No,"",Yes,Discussions about decentralization of the sewerage system in the county were held.,"Inadequate and dilapidated existing infrastructure, increasing demand for sewerage services, and potential threats to residents and the environment were identified as challenges.",1. Construct and decentralize the sewerage system to all the Wards in the County.  2. Transfer sewerage systems management to Ward level.,"",Information about the existing sewerage system infrastructure and its challenges were used to inform the recommendations for decentralization and management transfer.,""
2018-05-16,36th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-05-16,37th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-05-29,38th-Sitting-of-2018,0,Yes,"Hon. Robert Nyiro, Hon. Samba, Hon. Shebe Athmani, Hon. Mohamed Hatimy",No,"",Lack of proper medical scheme or initiative geared towards meeting the medical needs of the elderly,"1. That the County government set up a medical scheme aimed at meeting the medical needs of the elderly in the County especially those aged 60 years and above.
2. That the County government work closely with NHIF to ensure that the elderly benefits from medical cover to supplement and complement the national government efforts, by subsidizing medical cover for the elderly aged 60 years and above.","",Observations and experiences of Members about the challenges faced by the elderly in accessing affordable medical care,""
2018-05-30,39th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-05-30,40th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-05-31,41st-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-06-19,42nd-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-06-20,43rd-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-06-20,44th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-06-21,45th-Sitting-of-2018,0,Yes,Hon. Shebe Athuman,No,"","","","","",""
2018-06-26,46th-Sitting-of-2018,0,Yes,"Hon. Mohamed Hatimy, Hon. Fahad Kassim, Hon. Murfad Amur, Hon. (Ms.) Maimuna Salim, Leader of Majority (Hon. Mwidani), Chief Whip (Hon. Kitula), Hon. Athman Mwamwiri, Hon. Ahmed Salama, Hon. Ibrahim Omondi",No,"",The timing and preparedness for discussing health-related issues were questioned. Some members expressed concerns about the lack of prior documentation and adequate time for review.,The importance of passing the document related to health service provision was emphasized. Members highlighted the need for proper care and support for the people of Mombasa.,Decisions were made regarding passing the document related to health service provision.,The evidence used to inform decisions or recommendations was not mentioned.,""
2018-06-26,46th-Sitting-of-2018,1,Yes,"Hon. Mohamed Hatimy, Hon. Fahad Kassim, Hon. Fatuma Swalehe, Hon. Maimuna Salim, Hon. Kitula, Hon. Athman Mwamwiri, Hon. Ahmed Salama, Hon. Ibrahim Omondi",No,"","The discussions highlighted the lack of proper preparation and organization for health-related matters such as CIDP when brought to the County Assembly, leading to issues with validation and approval processes.","",The County Assembly members were in the process of agreeing and passing a health-related document.,The discussion was based on the documentation and planning presented by the Committee.,""
2018-06-26,46th-Sitting-of-2018,2,Yes,"Hon. Mohamed Hatimy, Hon. Fahad Kassim, Hon. Maimuna Salim, Hon. Kitula, Hon. Athman Mwamwiri, Hon. Ahmed Salama, Hon. Ibrahim Omondi",No,"","Lack of preparation, lack of specific details on health matters","Proper preparation, thorough examination of documents","","",""
2018-06-26,46th-Sitting-of-2018,3,Yes,"Hon. Mohamed Hatimy, Hon. Fahad Kassim, Hon. Murfad Amur, Hon. (Ms.) Maimuna Salim, Leader of Majority (Hon. Mwidani), Chief Whip (Hon. Kitula), Hon. Athman Mwamwiri, Hon. Ahmed Salama, Hon. Ibrahim Omondi",No,"",N/A,N/A,N/A,N/A,N/A
2018-06-27,47th-Sitting-of-2018,0,Yes,"Kibwana Baya, Kibwana Swaleh, Kitula, Mwalimu, Mwaka Bakari, Bwire, Mwalimu Mgwisho, Nyiro, Thoya, Shebe Athman, Faith Mwende",No,"",The challenges of relocating persons under methadone prescription at Kisauni Dispensary and Frere Town due to overcrowding and the need to decongest the hospitals.,"Relocation or creation of designated areas for methadone users in Likoni Sub-County, Shika Adabu Hospital, and Port Reitz; Suggestion to relocate methadone users to closed areas to prevent interactions with the community.","","Reports, conversations, and statements provided by the Department of Health regarding the relocation of methadone users.",No specific health information was requested.
2018-06-27,48th-Sitting-of-2018,0,Yes,Hon. Nyiro,No,"","",Establishment of Medical Scheme for the Elderly in the County of Mombasa,"",Debate on the need for a medical scheme for the elderly in Mombasa County,N/A
2018-07-03,50th_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-07-17,51st_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-07-18,52nd_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-07-18,52nd_Sitting_of_2018_updted,1,No,"",No,"","","","","",""
2018-07-19,53rd_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-07-19,53rd_Sitting_of_2018_updted,1,No,"",No,"","","","","",""
2018-07-19,54th_Sitting_of_2018_updted,0,Yes,"Hon. Kibwana Swaleh, Hon. Shebe Athuman, Hon. Ali Mohamed Shomari, Hon. Amriya Juma, Hon. Nzai, Hon. Thoya, Hon. Ramla Said, Leader of Majority (Hon. Mwidani), Hon. Fahad Kassim Abdallah, Hon. Prischillah Mumba, Hon. Milka Moraa, Hon. Hamida Noor, Hon. Robert Nyiro, Hon. Hatimy",No,"",Shortage of nurses and workforce in health facilities,Employing more nurses to minimize shortage in health facilities,"",N/A,N/A
2018-07-24,55th_Sitting_of_2018_updted,0,Yes,"Hon. Khatri, Hon. Amur, Hon. Thoya, Hon. Nyiro, Hon. Osongo, Hon. Kalume, Hon. Juma, Hon. Kassim, Hon. Mwamwiri, Hon. Swaleh, Hon. Mwende, Hon. Mbura, Hon. Nzai, Hon. Opeya, Hon. Murfad, Hon. Athman, Hon. Kizito",No,"","The challenges of environmental pollution, health hazards, and lack of consideration for community health by businesses","Recommendation for Committees to visit affected areas, gather information, and make recommendations for action","",Petition on clinker environment pollution in Kikaangoni,""
2018-07-25,56th_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-07-25,57th_Sitting_of_2018_updted,0,Yes,"Hon. Moses Aran, Hon. Murfad Amur, Hon. Nyiro, Hon. Charles Kitula, Hon. Ramla Said, Hon. Fahad Kassim, Hon. Prischillah Mumba, Hon. Athuman Shebe, Hon. Kombe, Hon. Athman Mwamwiri",No,"",The discussions did not identify any specific challenges related to health data or information systems.,"To equip all polytechnics within the County with ICT hubs and consider partnering with the private sector, as discussed in the Motion.",No specific decisions were made regarding the health sector financing.,No specific evidence was mentioned during the discussions.,""
2018-07-26,58th_Sitting_of_2018_updted,0,Yes,Hon. Kibwana Swaleh,No,"","","","","",""
2018-07-31,59th_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-07-31,59th_Sitting_of_2018_updted,1,No,"",No,"","","","","",""
2018-08-01,60th_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-08-01,61st_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-08-01,61st_Sitting_of_2018_updted,1,No,"",No,"","","","","",""
2018-08-01,62nd_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-08-07,63rd_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-08-08,64th_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-08-08,65th_Sitting_of_2018_updted,0,Yes,"Kibwana Baya, Kombe Nzai, Bwire, Athman Mwamwiri, Oindo, Faith Mwende, Fatuma Swaleh, Ali Mohamed Shomari, Amriya Juma",No,"","The delays in bringing the report to the House, concerns about the impact on the people of Mombasa due to the delay","","","",""
2018-08-09,66th_Sitting_of_2018_updted,0,Yes,"Hon. Ahmed Salama, Hon. (Ms.) Mbura, Hon. Bwire, Hon. Samba, Hon. Mwamwiri, Hon. Hatimy, Hon. Kitula",Yes,"Discussions on renovation of county health residential houses, illegal construction of houses, and implementation of various plans/projects in the department of lands, planning, and housing.",Challenges in the approval and legality of construction projects.,Comprehensive reports and site visits for better decision-making.,Plans to appoint an Ad hoc Committee for comprehensive reports.,"Mombasa County Government Act, relevant laws, and regulations.",Detailed statements and reports regarding health infrastructure projects.
2018-08-14,67th_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-08-15,68th_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-08-15,69th_Sitting_of_2018_updted,0,No,"",No,"","","","","",""
2018-08-23,71st-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-09-25,72nd-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-09-26,73rd-Sitting-of-2018,0,No,"",Yes,"Discussed the nomination of Mr. Anwar Mohamed as the Chief Officer, Department of Information Technology (ICT)","","","",County Government Act Sec. 45 (1),None
2018-09-26,74th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-09-27,75th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-09-27,75th-Sitting-of-2018,1,Yes,"Mr. Alphonce Mrima, Leader of Majority (Hon. Mwidani), Hon. Feddis Mbura",No,"",N/A,N/A,N/A,N/A,N/A
2018-10-02,76th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-03,77th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-03,77th-Sitting-of-2018,1,No,"",Yes,Discussions about the construction of two desalination plants within the County of Mombasa were held to address the acute water shortage and the provision of clean water for the residents.,The challenges of sustaining the desalination plants due to expenses and the need for continuous maintenance were identified.,"",No decisions were made regarding financing the health sector.,Discussions were based on the historical water shortage issues in the County of Mombasa and the pivotal role of water in the health and development of the economy.,""
2018-10-03,78th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-03,78th-Sitting-of-2018,1,No,"",No,"","","","","",""
2018-10-04,79th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-04,79th-Sitting-of-2018,1,No,"",No,"","","","","",""
2018-10-09,80th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-11,81st-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-11,81st-Sitting-of-2018,1,No,"",No,"","","","","",""
2018-10-16,82nd-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-16,82nd-Sitting-of-2018,1,No,"",No,"","","","","",""
2018-10-17,83th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-17,84th-Sitting-of-2018,0,Yes,Hon. Kibwana Swaleh,No,"","Identified amendments on the Mombasa County Health Bill, 2017","Amendments on the Mombasa County Health Bill, 2017","Amendments on the Mombasa County Health Bill, 2017","Amendments on the Mombasa County Health Bill, 2017","Amendments on the Mombasa County Health Bill, 2017"
2018-10-18,85th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-18,85th-Sitting-of-2018,1,No,"",Yes,"Discussions were held on the mapping of People with Disabilities (PWDs) in the county, developing a disability mainstreaming policy, and data analysis for policy development.","The challenges identified included the need for data analysis, policy development, and stakeholder engagement.","Recommendations included the empowerment of PWDs in social, economic, and political participation through policy development, stakeholder engagement, and data analysis.",No decisions were made regarding the health sector financing.,Data from the disability mapping exercise and analysis were used to inform policy development and stakeholder discussions.,Data on People with Disabilities (PWDs) was requested for analysis and policy development.
2018-10-23,86th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-24,87th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-24,88th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-24,88th-Sitting-of-2018,1,No,"",No,"","","","","",""
2018-10-25,89th-Sitting-of-2018,0,No,"",Yes,Discussions on the installation of digital high mast street lights in densely populated areas and grading and gravelling of roads.,"Lack of maintenance materials, lack of technicians, lack of working and safety gears, lack of continuous working status of street lighting fleet.","Repairing existing street lights, proper maintenance planning, and site visits to all wards for recommendations.",No decisions made regarding the health sector.,N/A,N/A
2018-10-25,89th-Sitting-of-2018,1,No,"",No,"","","","","",""
2018-10-25,89th-Sitting-of-2018,2,No,"",No,"","","","","",""
2018-10-30,90th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-10-30,90th-Sitting-of-2018,1,No,"",No,"","","","","",""
2018-11-13,91st-Sitting-of-2018,0,Yes,"Mohamed Hatimy, Amur Murfad",No,"","","","","",""
2018-11-14,92nd-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-11-14,92nd-Sitting-of-2018,1,No,"",No,"","","","","",""
2018-11-14,92nd-Sitting-of-2018,2,Yes,"Hon. Mohamed Hatimy, Hon. Milka Moraa, Hon. Thoya, Hon. Murfad Amur, Hon. Athman Mwamwiri, Hon. (Ms.) Mbura, Hon. (Ms.) Ngare, Hon. Mwidani, Hon. Ogutu, Hon. Renson Thoya, Hon. Nyiro",No,"","Lack of specific dedicated body to address gender-based violence complexities, lack of safe houses or shelters, lack of specific budget or basic health care services for victims","1. County government to provide adequate resources and enhance partnership for comprehensive response to gender-based violence incidents. 2. Establishment of a technical gender working group to address gender-based violence issues and conduct home visiting programs. 3. Gender violence responsive unit at Coast Provincial General Hospital to be open 24/7. 4. Health department to have trained nurses available for early forensic exams, evidence collection, psychological support treatment, and STI referrals. 5. Collaboration with other health facilities for greater achievement in addressing gender-based violence.",None,None,""
2018-11-14,93rd-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-11-15,94th-Sitting-of-2018,0,Yes,"Hon. Mohamed Hatimy, Hon. Salim Kalume, Hon. Renson Thoya, Hon. Prischillah Mumba, Hon. Fadhili",No,"",Delayed payments affecting work completion and fairness in resource distribution,Equal sharing of resources based on needs and challenges in different wards,"","",""
2018-11-15,94th-Sitting-of-2018,1,Yes,"Chairperson of Committee on Implementation, Hon. Salim Kalume, Hon. Moham ed Hatimy, Hon. Amur, Hon. Samba, Hon. Mohamed Hatimy, Hon. Ogutu, Hon. Renson Thoya, Hon. Prischillah Mumba, Hon. Kitula, Hon. Milka Moraa",No,"","The challenges identified include delays in payment leading to refusal to work on the given tasks, discrepancies in the report regarding the wards, and lack of fairness in the disbursement of materials.",No specific recommendations were discussed.,"",The evidence provided included reports on the implementation status of motions passed in the House.,""
2018-11-21,97th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-11-22,98th-Sitting-of-2018,0,Yes,"Hon. (Ms.) Mwende, Hon. Murfad Amur, Hon. Fatma Kushe, Hon. Ibrahim Omondi, Hon. Mohamed Hatimy, Hon. Mwaka Zahoro, Hon. Murfad Abdallah Amur, Hon. Renson Thoya, Hon. Athman Mwamwiri",No,"","The Committee on Labour and Social Welfare expressed concerns about confusion on the mandate and oversight responsibilities of the committee, particularly in relation to employment issues within the County government.",No specific recommendations were discussed.,No decisions were made regarding financing the health sector.,No specific evidence was mentioned.,""
2018-11-27,99th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-11-28,100th-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-11-28,101st-Sitting-of-2018,0,No,"",No,"","","","","",""
2018-11-29,102th-Sitting-of-2018,0,Yes,"Chairperson Committee on Health, Hon. Murfad Amur, Hon. Faith Mwende, Hon. Renson Thoya, Hon. Athman Shebe, Hon. (Mrs.) Mumba, Hon. Mohamed Hatimy, Hon. Athman Mwamwiri, Hon. Samba, Hon. Salim Kalume",No,"",N/A,N/A,N/A,N/A,N/A
2018-12-05,104th-Sitting-of-2018,0,No,"",No,"","","","","",""
2019-02-12,1st-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-13,2nd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-13,3rd-Sitting-of-2019,0,No,"",No,"","","",The County Assembly of Mombasa made the decision to implement performance contracting in all departments.,Observation of non-enforcement of performance contracting provisions in the County government of Mombasa.,""
2019-02-14,4th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-14,4th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-02-19,5th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-20,6th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-20,7th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-21,8th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-21,8th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-02-21,8th-Sitting-of-2019,2,No,"",No,"","","","","",""
2019-02-26,9th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-27,10th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-27,11th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-02-27,11th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-02-28,12th-Sitting-of-2019,0,Yes,"Hon. Mgeni Hassan Juma, Hon. Mwantatu Mbarak Khamis, Hon. Lulu Msham Abdulla, Hon. Khadija Omar Kibano, Hon. Mwanaidi Kassim Mussa, Ms. Nasra Awadh Salmin, Ms. Fatma Ali Mohamed",No,"",N/A,N/A,N/A,N/A,""
2019-02-28,12th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-03-12,13th-Sitting-of-2019,0,Yes,"Hon. Kibwana Swaleh, Hon. Bwire",No,"",Lack of medical drugs in Junda Dispensary,Site visit to Junda Hospital for comprehensive report on the supply of drugs,"Impeachment of CEC Transport, Infrastructure, and Public Works, Mr. Tawfiq Balala",Reports and requests for information on the supply of medical drugs,Information on the supply of medical drugs at Junda Dispensary from Hon. Priscilla Mumba
2019-03-13,14th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-13,15th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-13,15th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-03-14,16th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-14,16th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-03-14,16th-Sitting-of-2019,2,No,"",No,"","","","","",""
2019-03-14,16th-Sitting-of-2019,3,No,"",No,"","","","","",""
2019-03-19,17th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-19,17th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-03-20,18th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-20,19th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-21,20th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-21,20th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-03-26,21st-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-27,22nd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-27,23rd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-03-27,23rd-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-03-28,24th-Sitting-of-2019,0,Yes,"Hon. Kibwana Swaleh, Hon. Maimuna Salim, Hon. Amriya Boy, Hon. Ibrahim Omondi, Hon. Hamisi Musa Mwidani, Hon. Prischillah Mumba, Hon. Renson Thoya, Hon. Kitula",No,"","Stock out of essential medicines, technicalities in processing payment for medical supplies","Strengthening procurement processes, arranging meetings with suppliers, employing youths to unclog drains",N/A,"Official letters, reports, verbal statements",""
2019-03-28,24th-Sitting-of-2019,1,Yes,"Hon. Kibwana Swaleh, Hon. Musumba Raphael Bwire",No,"","Shortage of drugs at Junda Dispensary, technicalities in processing payments for medical supplies","Urgent processing of drug orders, streamlining ordering and documentation process",None,"Confirmation from CECM, CEO, and Directors of Education to appear before the Committee",""
2019-04-02,25th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-04-03,26th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-04-03,27th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-04-04,28th-Sitting-of-2019,0,Yes,"Hon. Ibrahim Omondi, Hon. Amriya Juma Boy, Hon. Prischillah Mumba",No,"","","","","",""
2019-04-04,28th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-04-09,29th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-04-10,30th-Sitting-of-2019,0,Yes,"Hon. Mwaka Bakari, Hon. Fadhili, Hon. Bernard Ogutu, Hon. Charles Kitula, Hon. Ibrahim Omondi, Hon. Tobias Samba, Hon. Shebe Athumani, Hon. Renson Thoya",No,"","The delay in responding to health issues, concerns about the implementation of solutions, and the need for physical presence of health officials","Site visits to assess health facilities, allocation of resources for health infrastructure, and addressing concerns about staff working conditions",No decisions mentioned,"Public complaints, personal observations, and requests for site visits",""
2019-04-10,31st-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-04-11,32nd-Sitting-of-2019,0,No,"",Yes,Discussions were held regarding education bursaries and road maintenance projects in different wards.,Budget cuts affecting project implementation,No recommendations were discussed,Decisions were made to begin road maintenance projects in different wards in two weeks time.,Data on project implementation progress and budget cuts,No health information was requested
2019-04-23,33rd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-04-24,34th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-04-24,35th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-04-25,36th-Sitting-of-2019,0,No,"",No,"","","","",None,""
2019-05-02,38th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-05-07,39th-Sitting-of-2019,0,No,"",No,"","",Ensure timely payment of salaries by the County government,"","",""
2019-05-08,40th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-05-08,41st-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-05-09,42nd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-06-18,43rd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-06-19,44th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-06-19,45th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-06-20,46th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-06-20,46th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-06-25,47th-Sitting-of-2019,0,Yes,"Hon. Hamida Noor, Hon. Mohamed Hatimy",No,"","",Reduce publication period of specified Bill,"Resolution to reduce publication period of the Mombasa County Supplementary Appropriations Bill, 2019",Reports and public participation,N/A
2019-06-26,48th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-06-27,50th-Sitting-of-2019,0,Yes,Senior Doctor Dr. Kadruana,No,"","","Upgrade Coast General Hospital to Level Six, equip with modern facilities and enough drugs, improve services in Mashinani hospitals",Adoption of the report on the Coast General Teaching and Referral Hospital Order 2019,"Site visit at Coast General Hospital where drugs were seen, assurance of availability of drugs at the hospital",""
2019-07-03,53rd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-04,54th-Sitting-of-2019,0,Yes,"Hon. Fadhili Makarani, Hon. Khatri, Hon. Charles Kitula, Hon. Mwamwiri, Hon. Bwire, Hon. Samba, Hon. Noor",No,"",The Committee on Public Accounts has not received responses from the Auditor General or the Departments related to reports on various funds and accounts. They have requested responses but have not received any feedback yet.,"","","",""
2019-07-04,54th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-09,55th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-10,56th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-10,56th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-10,56th-Sitting-of-2019,2,Yes,"Renson Thoya, Mwaka Bakari, Kibwana Swaleh, Mohamed Hatimy, Nyiro",No,"","Need for disaster preparedness and mitigation, questions on fire brigade readiness","Investigation on fire brigade preparedness, requests for resources to improve disaster response","","",Investigation results from relevant committees for disaster preparedness
2019-07-10,57th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-10,57th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-11,58th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-16,59th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-16,60th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-16,60th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-17,61st-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-17,61st-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-17,62nd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-23,63rd-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-23,63rd-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-23,64th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-24,65th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-24,65th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-24,66th-Sitting-of-2019,0,No,"",Yes,Discussions about grants received in the financial year 2017/2018 for health system transformation and projects implementation were held during the County Assembly debates.,The challenges related to discrepancies in grant amounts and project implementation status were identified during the discussions.,No specific recommendations were discussed in relation to health service delivery.,No decisions or resolutions were made regarding the financing of the health sector.,Reports from the Controller of Budget and information from the Mombasa County Treasury were used to inform the discussions.,""
2019-07-24,66th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-30,68th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-30,68th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-31,69th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-07-31,69th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-07-31,69th-Sitting-of-2019,2,No,"",No,"","","","","",""
2019-07-31,70th-Sitting-of-2019,0,Yes,Hon. Murfad Amur,No,"","Lack of compensation for traders, unfair demolition of temporary sheds",Summoning of County Secretary and Director of the Inspectorate for urgency in resolving issues,Committee on Labour and Social Welfare to report back on complaints against Mombasa County Askaris within 60 days,Petition from stakeholders regarding complaints against Mombasa County Askaris for demolition of temporary sheds,""
2019-07-31,70th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-08-07,73rd-Sitting-of-2019,0,Yes,"Hon. Murfad Amur, Hon. Athman Mwamwiri, Hon. Omondi, Hon. Kitula",No,"","","","",Statements and issues raised during the County Assembly meeting,"Information on health service delivery, issues with Minister of Transport and Infrastructure, issues with recruitment of ECDE’s teachers"
2019-08-07,74th-Sitting-of-2019,0,Yes,"Hon. Chireri, Hon. Lucy, Hon. Kalume, Hon. Mwamwiri, Hon. Hatimy",No,"",Lack of information,No recommendations were discussed,No decisions were made,No new evidence was mentioned,""
2019-09-10,75th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-09-10,76th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-09-11,77th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-09-11,77th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-09-11,78th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-09-11,78th-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-09-17,79th-Sitting-of-2019,0,Yes,"Hon. Kibwana Swaleh, Hon. Ibrahim Omondi",No,"","","","","",""
2019-09-17,80th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-09-18,81st-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-09-18,81st-Sitting-of-2019,1,No,"",No,"","","","","",""
2019-09-24,84th-Sitting-of-2019,0,Yes,"Hon. Mohamed Hatimy, Hon. Kitula, Hon. Kibwana Swaleh, Hon. Ibrahim Omondi",No,"",The issue of painting of facilities was identified as a challenge.,To provide a face lift to the old health facility by painting it.,"",Observations of the current state of health facilities.,Requests for information on the status of health facilities and improvements needed.
2019-09-25,85th-Sitting-of-2019,0,No,"",No,"","","","","",""
2019-09-25,86th-Sitting-of-2019,0,No,"",No,"","","","","",""
